date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2
2021-03-09	253281	8377127	140685	6832111	89220	4220330	51465	2611781	0	0	0	0	12816	299760	9341	227639	3475	72121	0	0	0	0	99780	1245154	99713	1243730	67	1424	0	0	0	0	0	102	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198274	5691801	198274	5691801	0.06845	55007	2685326	55007	2685326	0.03229	0	0	0	0	0	0	0	0	0	0
2021-03-10	289634	8666761	159320	6991431	95468	4315798	63852	2675633	0	0	0	0	12262	312022	8681	236320	3581	75702	0	0	0	0	118051	1363205	117981	1361711	70	1494	0	0	0	0	1	103	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222131	5913932	222131	5913932	0.07112	67503	2752829	67503	2752829	0.0331	0	0	0	0	0	0	0	0	0	0
2021-03-11	284946	8951707	147470	7138901	90912	4406710	56558	2732191	0	0	0	0	13809	325831	9452	245772	4357	80059	0	0	0	0	123667	1486872	123592	1485303	75	1569	0	0	0	0	0	103	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223956	6137888	223956	6137888	0.07381	60990	2813819	60990	2813819	0.03384	0	0	0	0	0	0	0	0	0	0
2021-03-12	328726	9280433	152002	7290903	85844	4492554	66158	2798349	0	0	0	0	17414	343245	12808	258580	4606	84665	0	0	0	0	159309	1646181	158906	1644209	403	1972	0	0	0	0	1	104	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257559	6395447	257559	6395447	0.07691	71167	2884986	71167	2884986	0.03469	0	0	0	0	0	0	0	0	0	0
2021-03-13	241709	9522142	116295	7407198	67369	4559923	48926	2847275	0	0	0	0	9622	352867	8263	266843	1359	86024	0	0	0	0	115792	1761973	115670	1759879	122	2094	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191302	6586749	191302	6586749	0.07921	50407	2935393	50407	2935393	0.0353	0	0	0	0	0	0	0	0	0	0
2021-03-14	170548	9692690	88289	7495487	53579	4613502	34710	2881985	0	0	0	0	5523	358390	4546	271389	977	87001	0	0	0	0	76736	1838709	76715	1836594	21	2115	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	6721589	134840	6721589	0.08083	35708	2971101	35708	2971101	0.03573	0	0	0	0	0	0	0	0	0	0
2021-03-15	249661	9942351	153326	7648813	95763	4709265	57563	2939548	0	0	0	0	12870	371260	11169	282558	1701	88702	0	0	0	0	83465	1922174	83387	1919981	78	2193	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190319	6911908	190319	6911908	0.08312	59342	3030443	59342	3030443	0.03644	0	0	0	0	0	0	0	0	0	0
2021-03-16	179633	10121984	167105	7815918	101199	4810464	65906	3005454	0	0	0	0	11319	382579	8822	291380	2497	91199	0	0	0	0	1209	1923383	1203	1921184	6	2199	0	0	0	0	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111224	7023132	111224	7023132	0.08446	68409	3098852	68409	3098852	0.03727	0	0	0	0	0	0	0	0	0	0
2021-03-17	206129	10328113	187239	8003157	110830	4921294	76409	3081863	0	0	0	0	18072	400651	13252	304632	4820	96019	0	0	0	0	817	1924200	808	1921992	9	2208	0	0	0	0	1	105	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124891	7148023	124891	7148023	0.08596	81238	3180090	81238	3180090	0.03824	0	0	0	0	0	0	0	0	0	0
2021-03-18	194372	10522485	174721	8177878	104137	5025431	70584	3152447	0	0	0	0	18250	418901	13014	317646	5236	101255	0	0	0	0	1401	1925601	1334	1923326	67	2275	0	0	0	0	0	105	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118485	7266508	118485	7266508	0.08739	75887	3255977	75887	3255977	0.03916	0	0	0	0	0	0	0	0	0	0
2021-03-19	246303	10768788	186215	8364093	108479	5133910	77736	3230183	0	0	0	0	20930	439831	14064	331710	6866	108121	0	0	0	0	39158	1964759	39062	1962388	96	2371	0	0	0	0	0	105	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161605	7428113	161605	7428113	0.08933	84698	3340675	84698	3340675	0.04017	0	0	0	0	0	0	0	0	0	0
2021-03-20	221478	10990266	135999	8500092	86449	5220359	49550	3279733	0	0	0	0	15361	455192	11526	343236	3835	111956	0	0	0	0	70118	2034877	70075	2032463	43	2414	0	0	0	0	0	105	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168050	7596163	168050	7596163	0.09135	53428	3394103	53428	3394103	0.04082	0	0	0	0	0	0	0	0	0	0
2021-03-21	165066	11155332	102509	8602601	67443	5287802	35066	3314799	0	0	0	0	9214	464406	5965	349201	3249	115205	0	0	0	0	53342	2088219	53315	2085778	27	2441	0	0	0	0	1	106	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126724	7722887	126724	7722887	0.09287	38342	3432445	38342	3432445	0.04128	0	0	0	0	0	0	0	0	0	0
2021-03-22	270039	11425371	166567	8769168	97285	5385087	69282	3384081	0	0	0	0	24000	488406	16580	365781	7420	122625	0	0	0	0	79472	2167691	79412	2165190	60	2501	0	0	0	0	0	106	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193277	7916164	193277	7916164	0.0952	76762	3509207	76762	3509207	0.0422	0	0	0	0	0	0	0	0	0	0
2021-03-23	299344	11724715	178807	8947975	99458	5484545	79349	3463430	0	0	0	0	20019	508425	15025	380806	4994	127619	0	0	0	0	100516	2268207	100430	2265620	86	2587	0	0	0	0	2	108	2	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214915	8131079	214915	8131079	0.09778	84429	3593636	84429	3593636	0.04322	0	0	0	0	0	0	0	0	0	0
2021-03-24	339687	12064402	198195	9146170	114039	5598584	84156	3547586	0	0	0	0	33411	541836	28073	408879	5338	132957	0	0	0	0	108078	2376285	107988	2373608	90	2677	0	0	0	0	3	111	3	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250103	8381182	250103	8381182	0.10079	89584	3683220	89584	3683220	0.04429	0	0	0	0	0	0	0	0	0	0
2021-03-25	332966	12397368	184463	9330633	108855	5707439	75608	3623194	0	0	0	0	27854	569690	22270	431149	5584	138541	0	0	0	0	120648	2496933	120499	2494107	149	2826	0	0	0	0	1	112	1	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251625	8632807	251625	8632807	0.10382	81341	3764561	81341	3764561	0.04527	0	0	0	0	0	0	0	0	0	0
2021-03-26	374809	12772177	199649	9530282	117564	5825003	82085	3705279	0	0	0	0	37428	607118	30593	461742	6835	145376	0	0	0	0	137730	2634663	137603	2631710	127	2953	0	0	0	0	2	114	2	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285762	8918569	285762	8918569	0.10725	89047	3853608	89047	3853608	0.04634	0	0	0	0	0	0	0	0	0	0
2021-03-27	282563	13054740	150049	9680331	90674	5915677	59375	3764654	0	0	0	0	27723	634841	24602	486344	3121	148497	0	0	0	0	104788	2739451	104705	2736415	83	3036	0	0	0	0	3	117	3	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219984	9138553	219984	9138553	0.1099	62579	3916187	62579	3916187	0.0471	0	0	0	0	0	0	0	0	0	0
2021-03-28	196852	13251592	115598	9795929	65588	5981265	50010	3814664	0	0	0	0	18567	653408	15285	501629	3282	151779	0	0	0	0	62684	2802135	62624	2799039	60	3096	0	0	0	0	3	120	3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143500	9282053	143500	9282053	0.11162	53352	3969539	53352	3969539	0.04774	0	0	0	0	0	0	0	0	0	0
2021-03-29	305693	13557285	188834	9984763	106749	6088014	82085	3896749	0	0	0	0	25183	678591	18342	519971	6841	158620	0	0	0	0	91675	2893810	91601	2890640	74	3170	0	0	0	0	1	121	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216693	9498746	216693	9498746	0.11423	89000	4058539	89000	4058539	0.04881	0	0	0	0	0	0	0	0	0	0
2021-03-30	326269	13883554	215209	10199972	129272	6217286	85937	3982686	0	0	0	0	24595	703186	18107	538078	6488	165108	0	0	0	0	86464	2980274	86396	2977036	68	3238	0	0	0	0	1	122	1	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233776	9732522	233776	9732522	0.11704	92493	4151032	92493	4151032	0.04992	0	0	0	0	0	0	0	0	0	0
2021-03-31	334306	14217860	245921	10445893	152387	6369673	93534	4076220	0	0	0	0	36523	739709	28471	566549	8052	173160	0	0	0	0	51861	3032135	51807	3028843	54	3292	0	0	0	0	1	123	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232666	9965188	232666	9965188	0.11984	101640	4252672	101640	4252672	0.05114	0	0	0	0	0	0	0	0	0	0
2021-04-01	332434	14550294	240466	10686359	157564	6527237	82902	4159122	0	0	0	0	32683	772392	24743	591292	7940	181100	0	0	0	0	59265	3091400	59168	3088011	97	3389	0	0	0	0	20	143	20	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241495	10206683	241495	10206683	0.12274	90958	4343630	90939	4343611	0.05224	0	0	0	0	0	0	0	0	0	0
2021-04-02	226467	14776761	179914	10866273	116304	6643541	63610	4222732	0	0	0	0	14477	786869	10119	601411	4358	185458	0	0	0	0	32071	3123471	32039	3120050	32	3421	0	0	0	0	5	148	5	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158467	10365150	158467	10365150	0.12465	68005	4411635	68000	4411611	0.05305	0	0	0	0	0	0	0	0	0	0
2021-04-03	232511	15009272	174213	11040486	114464	6758005	59749	4282481	0	0	0	0	15923	802792	11062	612473	4861	190319	0	0	0	0	42375	3165846	42284	3162334	91	3512	0	0	0	0	0	148	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167810	10532960	167810	10532960	0.12667	64701	4476336	64701	4476312	0.05383	0	0	0	0	0	0	0	0	0	0
2021-04-04	193524	15202796	132636	11173122	86022	6844027	46614	4329095	0	0	0	0	10108	812900	6201	618674	3907	194226	0	0	0	0	50777	3216623	50722	3213056	55	3567	0	0	0	0	3	151	3	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142948	10675908	142948	10675908	0.12839	50576	4526912	50576	4526888	0.05444	0	0	0	0	0	0	0	0	0	0
2021-04-05	248537	15451333	165610	11338732	99988	6944015	65622	4394717	0	0	0	0	17893	830793	13102	631776	4791	199017	0	0	0	0	65034	3281657	64997	3278053	37	3604	0	0	0	0	0	151	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178087	10853995	178087	10853995	0.13053	70450	4597362	70450	4597338	0.05529	0	0	0	0	0	0	0	0	0	0
2021-04-06	392431	15843764	272114	11610846	186265	7130280	85849	4480566	0	0	0	0	32279	863072	23583	655359	8696	207713	0	0	0	0	88022	3369679	87909	3365962	113	3717	0	0	0	0	16	167	16	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297773	11151768	297773	11151768	0.13411	94672	4692034	94658	4691996	0.05643	0	0	0	0	0	0	0	0	0	0
2021-04-07	725726	16569490	598789	12209635	511152	7641432	87637	4568203	0	0	0	0	37394	900466	28760	684119	8634	216347	0	0	0	0	89526	3459205	89435	3455397	91	3808	0	0	0	0	17	184	17	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629364	11781132	629364	11781132	0.14168	96378	4788412	96362	4788358	0.05758	0	0	0	0	0	0	0	0	0	0
2021-04-08	718305	17287795	590134	12799769	512207	8153639	77927	4646130	0	0	0	0	35870	936336	26852	710971	9018	225365	0	0	0	0	92286	3551491	92185	3547582	101	3909	0	0	0	0	15	199	15	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631259	12412391	631259	12412391	0.14927	87058	4875470	87046	4875404	0.05863	0	0	0	0	0	0	0	0	0	0
2021-04-09	621556	17909351	479061	13278830	401690	8555329	77371	4723501	0	0	0	0	36834	973170	25353	736324	11481	236846	0	0	0	0	105654	3657145	105513	3653095	141	4050	0	0	0	0	7	206	7	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532563	12944954	532563	12944954	0.15567	88998	4964468	88993	4964397	0.0597	0	0	0	0	0	0	0	0	0	0
2021-04-10	369340	18278691	244328	13523158	186816	8742145	57512	4781013	0	0	0	0	23259	996429	15547	751871	7712	244558	0	0	0	0	101752	3758897	101673	3754768	79	4129	0	0	0	0	1	207	1	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304037	13248991	304037	13248991	0.15933	65303	5029771	65303	5029700	0.06049	0	0	0	0	0	0	0	0	0	0
2021-04-11	261039	18539730	167854	13691012	121434	8863579	46420	4827433	0	0	0	0	18695	1015124	14739	766610	3956	248514	0	0	0	0	74489	3833386	74411	3829179	78	4207	0	0	0	0	1	208	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210585	13459576	210585	13459576	0.16186	50454	5080225	50454	5080154	0.06109	0	0	0	0	0	0	0	0	0	0
2021-04-12	412065	18951795	270417	13961429	202275	9065854	68142	4895575	0	0	0	0	29459	1044583	20860	787470	8599	257113	0	0	0	0	112172	3945558	112104	3941283	68	4275	0	0	0	0	17	225	17	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335256	13794832	335256	13794832	0.16589	76824	5157049	76809	5156963	0.06202	0	0	0	0	0	0	0	0	0	0
2021-04-13	603724	19555519	458941	14420370	390674	9456528	68267	4963842	0	0	0	0	27409	1071992	21896	809366	5513	262626	0	0	0	0	117364	4062922	117163	4058446	201	4476	0	0	0	0	10	235	10	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529743	14324575	529743	14324575	0.17226	73991	5231040	73981	5230944	0.06291	0	0	0	0	0	0	0	0	0	0
2021-04-14	808179	20363698	649446	15069816	574795	10031323	74651	5038493	0	0	0	0	33845	1105837	25229	834595	8616	271242	0	0	0	0	124868	4187790	124246	4182692	622	5098	0	0	0	0	20	255	20	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724290	15048865	724290	15048865	0.18097	83909	5314949	83889	5314833	0.06392	0	0	0	0	0	0	0	0	0	0
2021-04-15	682285	21045983	536718	15606534	475833	10507156	60885	5099378	0	0	0	0	36463	1142300	27637	862232	8826	280068	0	0	0	0	109079	4296869	108059	4290751	1020	6118	0	0	0	0	25	280	25	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611554	15660419	611554	15660419	0.18833	70755	5385704	70731	5385564	0.06477	0	0	0	0	0	0	0	0	0	0
2021-04-16	582540	21628523	423594	16030128	358204	10865360	65390	5164768	0	0	0	0	32728	1175028	24368	886600	8360	288428	0	0	0	0	126209	4423078	125322	4416073	887	7005	0	0	0	0	9	289	9	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507903	16168322	507903	16168322	0.19444	74645	5460349	74637	5460201	0.06566	0	0	0	0	0	0	0	0	0	0
2021-04-17	359060	21987583	218075	16248203	169978	11035338	48097	5212865	0	0	0	0	22750	1197778	15640	902240	7110	295538	0	0	0	0	118235	4541313	116760	4532833	1475	8480	0	0	0	0	0	289	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302378	16470700	302378	16470700	0.19807	56682	5517031	56682	5516883	0.06635	0	0	0	0	0	0	0	0	0	0
2021-04-18	267084	22254667	169228	16417431	135179	11170517	34049	5246914	0	0	0	0	15432	1213210	11524	913764	3908	299446	0	0	0	0	82423	4623736	81239	4614072	1184	9664	0	0	0	0	1	290	1	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227943	16698643	227943	16698643	0.20081	39141	5556172	39141	5556024	0.06682	0	0	0	0	0	0	0	0	0	0
2021-04-19	398285	22652952	287558	16704989	235066	11405583	52492	5299406	0	0	0	0	33414	1246624	25254	939018	8160	307606	0	0	0	0	77300	4701036	75912	4689984	1388	11052	0	0	0	0	13	303	13	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336245	17034888	336245	17034888	0.20486	62053	5618225	62040	5618064	0.06756	0	0	0	0	0	0	0	0	0	0
2021-04-20	589034	23241986	398943	17103932	344474	11750057	54469	5353875	0	0	0	0	39578	1286202	32784	971802	6794	314400	0	0	0	0	150493	4851529	148150	4838134	2343	13395	0	0	0	0	20	323	20	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525428	17560316	525428	17560316	0.21118	63623	5681848	63606	5681670	0.06833	0	0	0	0	0	0	0	0	0	0
2021-04-21	749191	23991177	470694	17574626	407370	12157427	63324	5417199	0	0	0	0	42327	1328529	34064	1005866	8263	322663	0	0	0	0	236145	5087674	233510	5071644	2635	16030	0	0	0	0	25	348	25	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674969	18235285	674969	18235285	0.21929	74247	5756095	74222	5755892	0.06922	0	0	0	0	0	0	0	0	0	0
2021-04-22	639313	24630490	380603	17955229	324347	12481774	56256	5473455	0	0	0	0	44617	1373146	36762	1042628	7855	330518	0	0	0	0	214058	5301732	210114	5281758	3944	19974	0	0	0	0	35	383	35	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571258	18806543	571258	18806543	0.22616	68090	5824185	68055	5823947	0.07004	0	0	0	0	0	0	0	0	0	0
2021-04-23	541432	25171922	345346	18300575	289996	12771770	55350	5528805	0	0	0	0	43905	1417051	33411	1076039	10494	341012	0	0	0	0	152163	5453895	148252	5430010	3911	23885	0	0	0	0	18	401	18	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471677	19278220	471677	19278220	0.23183	69763	5893948	69755	5893702	0.07088	0	0	0	0	0	0	0	0	0	0
2021-04-24	362415	25534337	232879	18533454	191550	12963320	41329	5570134	0	0	0	0	49582	1466633	34142	1110181	15440	356452	0	0	0	0	79950	5533845	77477	5507487	2473	26358	0	0	0	0	4	405	4	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303173	19581393	303173	19581393	0.23548	59242	5953190	59242	5952944	0.07159	0	0	0	0	0	0	0	0	0	0
2021-04-25	280041	25814378	186786	18720240	149162	13112482	37624	5607758	0	0	0	0	33707	1500340	23811	1133992	9896	366348	0	0	0	0	59544	5593389	57735	5565222	1809	28167	0	0	0	0	4	409	4	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230712	19812105	230712	19812105	0.23826	49329	6002519	49329	6002273	0.07218	0	0	0	0	0	0	0	0	0	0
2021-04-26	436304	26250682	326206	19046446	263999	13376481	62207	5669965	0	0	0	0	42571	1542911	34133	1168125	8438	374786	0	0	0	0	67429	5660818	63349	5628571	4080	32247	0	0	0	0	98	507	98	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361579	20173684	361579	20173684	0.2426	74745	6077264	74725	6076998	0.07308	0	0	0	0	0	0	0	0	0	0
2021-04-27	859090	27109772	753647	19800093	672661	14049142	80986	5750951	0	0	0	0	51698	1594609	42544	1210669	9154	383940	0	0	0	0	53169	5713987	48692	5677263	4477	36724	0	0	0	0	576	1083	575	1082	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764472	20938156	764472	20938156	0.2518	94635	6171899	94618	6171616	0.07422	0	0	0	0	0	0	0	0	0	0
2021-04-28	1162379	28272151	1050673	20850766	935636	14984778	115037	5865988	0	0	0	0	60870	1655479	48203	1258872	12667	396607	0	0	0	0	50020	5764007	44788	5722051	5232	41956	0	0	0	0	816	1899	815	1897	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029442	21967598	1029442	21967598	0.26418	132963	6304862	132937	6304553	0.07582	0	0	0	0	0	0	0	0	0	0
2021-04-29	946102	29218253	825501	21676267	708937	15693715	116564	5982552	0	0	0	0	63772	1719251	51303	1310175	12469	409076	0	0	0	0	55929	5819936	47871	5769922	8058	50014	0	0	0	0	900	2799	900	2797	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809011	22776609	809011	22776609	0.27391	137112	6441974	137091	6441644	0.07747	0	0	0	0	0	0	0	0	0	0
2021-04-30	766442	29984695	643672	22319939	531290	16225005	112382	6094934	0	0	0	0	57407	1776658	42103	1352278	15304	424380	0	0	0	0	64434	5884370	54771	5824693	9663	59677	0	0	0	0	929	3728	929	3726	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629093	23405702	629093	23405702	0.28147	137369	6579343	137349	6578993	0.07912	0	0	0	0	0	0	0	0	0	0
2021-05-01	323708	30308403	239933	22559872	179181	16404186	60752	6155686	0	0	0	0	41570	1818228	35169	1387447	6401	430781	0	0	0	0	39572	5923942	33524	5858217	6048	65725	0	0	0	0	2633	6361	2633	6359	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250507	23656209	250507	23656209	0.28448	73201	6652544	73201	6652194	0.08	0	0	0	0	0	0	0	0	0	0
2021-05-02	258734	30567137	189504	22749376	134193	16538379	55311	6210997	0	0	0	0	37481	1855709	32212	1419659	5269	436050	0	0	0	0	29938	5953880	25361	5883578	4577	70302	0	0	0	0	1811	8172	1811	8170	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193577	23849786	193577	23849786	0.28681	65162	6717706	65157	6717351	0.08079	0	0	0	0	0	0	0	0	0	0
2021-05-03	454303	31021440	315090	23064466	223111	16761490	91979	6302976	0	0	0	0	70790	1926499	57517	1477176	13273	449323	0	0	0	0	66723	6020603	55791	5939369	10932	81234	0	0	0	0	1700	9872	1698	9868	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338117	24187903	338117	24187903	0.29088	116201	6833907	116186	6833537	0.08218	0	0	0	0	0	0	0	0	0	0
2021-05-04	897799	31919239	670031	23734497	533739	17295229	136292	6439268	0	0	0	0	63365	1989864	50122	1527298	13243	462566	0	0	0	0	161303	6181906	147144	6086513	14159	95393	0	0	0	0	3100	12972	3099	12967	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734104	24922007	734104	24922007	0.29971	163727	6997634	163695	6997232	0.08415	0	0	0	0	0	0	0	0	0	0
2021-05-05	1210617	33129856	901032	24635529	705838	18001067	195194	6634462	0	0	0	0	79400	2069264	53674	1580972	25726	488292	0	0	0	0	225582	6407488	208148	6294661	17434	112827	0	0	0	0	4603	17575	4596	17563	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972256	25894263	972256	25894263	0.3114	238379	7236013	238361	7235593	0.08702	0	0	0	0	0	0	0	0	0	0
2021-05-06	1001331	34131187	696756	25332285	515887	18516954	180869	6815331	0	0	0	0	92777	2162041	70231	1651203	22546	510838	0	0	0	0	207114	6614602	187018	6481679	20096	132923	0	0	0	0	4684	22259	4682	22245	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777818	26672081	777818	26672081	0.32075	223562	7459575	223513	7459106	0.08971	0	0	0	0	0	0	0	0	0	0
2021-05-07	857658	34988845	557698	25889983	385950	18902904	171748	6987079	0	0	0	0	86941	2248982	55497	1706700	31444	542282	0	0	0	0	208438	6823040	178082	6659761	30356	163279	0	0	0	0	4581	26840	4576	26821	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624105	27296186	624105	27296186	0.32826	233629	7693204	233553	7692659	0.09252	0	0	0	0	0	0	0	0	0	0
2021-05-08	412866	35401711	257028	26147011	144596	19047500	112432	7099511	0	0	0	0	72099	2321081	52242	1758942	19857	562139	0	0	0	0	82032	6905072	62557	6722318	19475	182754	0	0	0	0	1707	28547	1705	28526	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261100	27557286	261100	27557286	0.3314	151766	7844970	151766	7844425	0.09434	0	0	0	0	0	0	0	0	0	0
2021-05-09	280596	35682307	190794	26337805	111760	19159260	79034	7178545	0	0	0	0	56528	2377609	45713	1804655	10815	572954	0	0	0	0	32197	6937269	20879	6743197	11318	194072	0	0	0	0	1077	29624	1075	29601	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179427	27736713	179427	27736713	0.33355	101178	7946148	101169	7945594	0.09556	0	0	0	0	0	0	0	0	0	0
2021-05-10	603632	36285939	380124	26717929	236719	19395979	143405	7321950	0	0	0	0	81997	2459606	59782	1864437	22215	595169	0	0	0	0	137160	7074429	110619	6853816	26541	220613	0	0	0	0	4351	33975	4347	33948	4	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411467	28148180	411467	28148180	0.3385	192274	8138422	192165	8137759	0.09787	0	0	0	0	0	0	0	0	0	0
2021-05-11	1166940	37452879	901014	27618943	653969	20049948	247045	7568995	0	0	0	0	80727	2540333	58527	1922964	22200	617369	0	0	0	0	181369	7255798	151540	7005356	29829	250442	0	0	0	0	3830	37805	3827	37775	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867863	29016043	867863	29016043	0.34894	299123	8437545	299077	8436836	0.10147	0	0	0	0	0	0	0	0	0	0
2021-05-12	1469247	38922126	1140519	28759462	832988	20882936	307530	7876525	1	1	0	0	92406	2632739	61586	1984550	30820	648189	0	0	0	0	230501	7486299	195480	7200836	35021	285463	0	0	0	0	5821	43626	5818	43593	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095872	30111915	1095872	30111915	0.36212	373456	8811001	373374	8810210	0.10596	1	1	1	1	0	0	0	0	0	0
2021-05-13	414025	39336151	299927	29059389	175486	21058422	124441	8000966	0	1	0	0	66984	2699723	51730	2036280	15254	663443	0	0	0	0	44432	7530731	29364	7230200	15068	300531	0	0	0	0	2682	46308	2681	46274	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259261	30371176	259261	30371176	0.36524	154772	8965773	154764	8964974	0.10782	0	1	0	1	0	0	0	0	0	0
